#{"t_start": 1784399297.7291927, "env_id": "None"}
r,l,t
92.509876,100,2.172433
182.464301,100,2.488324
79.589174,100,2.745678
124.539656,100,2.985891
176.297739,100,3.231441
146.879982,100,3.484312
115.515073,100,3.710516
249.801359,100,3.921468
143.699852,100,4.159009
179.683881,100,4.412845
174.500011,100,19.06084
206.617016,100,19.300972
150.294365,100,19.605376
196.406424,100,19.910655
129.357783,100,20.223978
164.194248,100,20.527335
159.393709,100,20.855961
159.764772,100,21.169936
175.992496,100,21.491439
137.697064,100,21.822707
139.048768,100,33.897883
152.711156,100,34.048168
231.168751,100,34.196125
156.446851,100,34.348141
147.288227,100,34.523506
193.291443,100,34.687757
236.170147,100,34.853679
190.761915,100,35.00134
188.820954,100,35.176363
194.256773,100,35.416386
209.2407,100,46.790394
187.823527,100,47.161063
144.819604,100,47.495452
180.898531,100,47.76111
185.403576,100,48.062772
180.068752,100,48.392003
171.438029,100,48.72124
227.843162,100,49.020578
166.897547,100,49.306598
206.31185,100,49.607784
270.935066,100,62.327423
204.835114,100,62.491112
192.135505,100,62.671508
219.375789,100,62.839639
223.588166,100,63.026205
179.963902,100,63.217992
187.193246,100,63.480229
142.721847,100,63.65021
181.916995,100,63.844653
218.573839,100,64.028207
157.05976,100,75.588624
229.177234,100,75.755826
163.750938,100,75.930556
186.161691,100,76.107141
225.760529,100,76.289919
218.269142,100,76.494345
121.936403,100,76.727246
163.161316,100,76.926045
154.437949,100,77.113497
235.942098,100,77.279636
227.415623,100,90.418807
94.385504,100,90.740288
171.362827,100,91.076142
210.25905,100,91.418975
122.77016,100,91.723467
218.665224,100,92.008138
157.782134,100,92.337623
148.59161,100,92.653216
220.578382,100,92.988178
199.584174,100,93.29999
245.691609,100,107.901887
222.049054,100,108.093762
212.949896,100,108.296111
231.145934,100,108.492354
233.222853,100,108.687817
162.839296,100,108.880008
240.298251,100,109.052772
186.135172,100,109.223518
190.660186,100,109.488333
166.687243,100,109.669187
183.380946,100,124.39864
226.107648,100,124.561628
179.235976,100,124.719769
183.110217,100,124.876084
198.689041,100,125.044957
225.156641,100,125.212883
168.53114,100,125.369736
