#{"t_start": 1784471920.528077, "env_id": "None"}
r,l,t
72.599808,100,1.591254
147.531981,100,1.799765
123.148966,100,2.024209
154.530769,100,2.187939
161.269977,100,2.363017
208.779255,100,2.519508
257.371792,100,2.671313
215.156824,100,2.835074
215.32029,100,2.999348
84.352416,100,3.147978
123.291622,100,15.191336
238.535965,100,15.520985
181.41361,100,15.849932
187.247401,100,16.199291
135.869625,100,16.479261
117.217207,100,16.760546
165.919367,100,17.090714
96.493125,100,17.411158
99.954853,100,17.75674
99.408422,100,18.110536
94.327535,100,30.16409
233.745924,100,30.319576
120.641468,100,30.480289
177.102699,100,30.631736
73.384636,100,30.793357
242.017528,100,30.947376
142.740153,100,31.113882
258.611076,100,31.281493
268.946597,100,31.447514
144.029716,100,31.648389
111.385323,100,41.445251
251.483921,100,41.591975
287.244233,100,41.740066
155.622174,100,41.888992
221.548219,100,42.03546
258.865173,100,42.181921
245.010237,100,42.3246
67.750175,100,42.466078
167.103094,100,42.612069
134.530665,100,42.7628
201.403106,100,53.692988
190.016889,100,53.901943
115.150833,100,54.095062
224.701901,100,54.306733
104.979561,100,54.539453
108.985662,100,54.743371
147.445154,100,54.93513
228.990581,100,55.112906
136.755408,100,55.295273
231.212527,100,55.478472
297.36585,100,68.352488
178.561735,100,68.568126
279.276969,100,68.776046
142.158495,100,69.069444
153.095146,100,69.307112
259.788851,100,69.503814
253.989581,100,69.690496
211.344729,100,69.879123
142.199447,100,70.073935
279.533762,100,70.265613
154.667785,100,80.149151
110.88534,100,80.294374
132.0647,100,80.44147
237.858053,100,80.603438
150.398548,100,80.775336
201.86338,100,80.977048
236.507204,100,81.2572
175.037151,100,81.424361
295.358782,100,81.586919
147.642215,100,81.767833
117.681145,100,91.05138
285.594956,100,91.292651
287.296177,100,91.444497
159.836532,100,91.591096
242.899513,100,91.741186
244.680701,100,91.908366
280.644133,100,92.054203
231.704781,100,92.192935
112.505226,100,92.334266
232.00587,100,92.487594
301.62193,100,102.699919
140.018698,100,102.861445
175.817067,100,103.023197
