#{"t_start": 1784471920.5291786, "env_id": "None"}
r,l,t
200.71696,100,1.590689
154.713138,100,1.799917
112.580828,100,2.023632
86.235685,100,2.187854
43.737849,100,2.362412
69.872502,100,2.519272
110.447522,100,2.670834
64.877638,100,2.834481
90.695963,100,2.998787
135.457322,100,3.147392
275.507504,100,15.191612
241.279603,100,15.521231
185.472393,100,15.850382
262.146169,100,16.199442
183.817322,100,16.479442
227.220206,100,16.760754
119.412112,100,17.091007
127.959808,100,17.411453
197.959743,100,17.757015
200.627415,100,18.110829
136.808646,100,30.163507
106.719755,100,30.319333
118.590704,100,30.479739
217.100315,100,30.631159
125.850029,100,30.7929
101.624795,100,30.946999
127.321846,100,31.113313
103.73623,100,31.281068
122.050496,100,31.446985
159.077974,100,31.648445
139.761461,100,41.444794
194.063036,100,41.591379
262.691387,100,41.739504
150.766293,100,41.888475
272.924694,100,42.035048
116.218617,100,42.181336
254.286651,100,42.324129
146.842006,100,42.465475
261.138683,100,42.611476
225.568308,100,42.762214
131.505502,100,53.692717
190.368718,100,53.90147
246.541876,100,54.094601
142.415476,100,54.306812
267.00578,100,54.539089
96.146365,100,54.743129
181.908076,100,54.934711
239.662616,100,55.112452
145.305363,100,55.29493
155.777563,100,55.478119
158.60455,100,68.352051
169.56965,100,68.567803
161.242609,100,68.77556
237.244696,100,69.069879
147.562523,100,69.306724
257.11193,100,69.503511
189.306812,100,69.69018
173.851902,100,69.878538
132.079918,100,70.073524
113.622216,100,70.265284
115.279573,100,80.148631
146.24907,100,80.293814
121.680546,100,80.440916
169.864466,100,80.602902
145.533468,100,80.774822
220.345121,100,80.977148
186.124688,100,81.257377
278.073429,100,81.423909
166.888798,100,81.586353
264.523712,100,81.767272
249.781494,100,91.051346
99.171098,100,91.292275
217.402448,100,91.443949
100.505143,100,91.590499
276.234141,100,91.740662
196.648063,100,91.907836
103.617847,100,92.053688
123.5687,100,92.192333
246.536693,100,92.333708
236.273888,100,92.487031
164.777881,100,102.699322
130.999052,100,102.860906
223.119192,100,103.022621
295.831705,100,103.282199
54.49594,100,103.460243
312.300373,100,103.635911
244.714053,100,103.815411
115.700839,100,103.975149
354.383594,100,104.144178
245.009222,100,104.331215
177.473122,100,119.088802
256.357056,100,119.320495
127.879538,100,119.459035
270.893224,100,119.62323
268.496332,100,119.788431
213.637194,100,119.942014
251.20439,100,120.098359
125.216248,100,120.260268
87.991081,100,120.43292
79.73831,100,120.5958
285.376031,100,131.913189
292.614719,100,132.071663
183.809778,100,132.234748
135.355538,100,132.403623
192.599609,100,132.550209
154.75616,100,132.702438
111.638982,100,132.884613
236.75962,100,133.04796
207.996143,100,133.310942
312.235948,100,133.453494
295.763248,100,144.970442
157.095664,100,145.213106
350.944791,100,145.398911
155.271696,100,145.569271
178.543169,100,145.735234
307.870096,100,145.893459
134.253668,100,146.06292
237.545493,100,146.234196
302.138106,100,146.395099
193.324799,100,146.543913
256.832083,100,158.704345
