#{"t_start": 1784499439.7700245, "env_id": "None"}
r,l,t
402.39044,100,1.592856
398.968302,100,1.770466
414.404338,100,1.926691
228.96659,100,2.10552
397.117825,100,2.293103
386.143318,100,2.463112
379.313833,100,2.640471
260.579983,100,2.810573
391.49328,100,3.005827
336.012532,100,3.244309
312.348919,100,14.684242
337.004804,100,14.900713
254.830363,100,15.209015
370.4389,100,15.393671
311.021048,100,15.589242
270.257738,100,15.753148
362.005565,100,15.931467
229.661836,100,16.098901
266.651762,100,16.273284
360.96313,100,16.441259
284.992681,100,27.964141
354.761709,100,28.128461
395.33561,100,28.277279
367.258552,100,28.440668
294.649743,100,28.614604
306.371867,100,28.774078
439.575453,100,28.94197
290.444798,100,29.234617
359.713795,100,29.389105
397.658902,100,29.570147
237.845712,100,40.182956
231.390112,100,40.331462
362.596912,100,40.497679
302.183777,100,40.649665
444.696568,100,40.79656
389.389638,100,40.940165
394.661378,100,41.086781
245.600582,100,41.252409
249.934389,100,41.530189
271.141313,100,41.693683
299.274233,100,53.373035
422.672305,100,53.531083
389.040002,100,53.816535
239.634792,100,53.969882
429.619389,100,54.152018
388.909807,100,54.304815
305.747799,100,54.457517
321.844344,100,54.614301
388.664469,100,54.778707
327.250766,100,54.943916
286.687557,100,65.373152
237.54375,100,65.53611
380.058111,100,65.816925
283.326132,100,65.964599
353.324881,100,66.135619
392.937288,100,66.287556
297.825686,100,66.435848
244.773558,100,66.604267
367.906744,100,66.765624
309.974993,100,66.929396
439.802912,100,78.022376
380.137241,100,78.166693
318.778564,100,78.310513
381.205591,100,78.455851
263.42975,100,78.62401
436.655358,100,78.89226
308.236081,100,79.052115
296.003616,100,79.231266
347.248476,100,79.370646
316.945989,100,79.519466
385.102903,100,93.316337
318.55787,100,93.640841
406.683498,100,93.951774
347.474269,100,94.253143
280.010985,100,94.568507
416.619689,100,94.898859
440.797941,100,95.181975
446.487834,100,95.45556
440.848611,100,95.770292
443.646897,100,96.06268
310.871107,100,108.908059
421.628291,100,109.143428
407.100794,100,109.322273
362.48161,100,109.498949
406.413629,100,109.659277
307.519331,100,109.82293
375.987734,100,109.99411
371.039781,100,110.153584
427.089014,100,110.313098
436.151652,100,110.466996
366.261352,100,123.677588
455.073421,100,124.060252
343.187801,100,124.446998
323.301518,100,124.828665
400.646174,100,125.181706
338.349429,100,125.507105
395.725926,100,125.888726
410.64478,100,126.267231
359.681537,100,126.632333
325.467647,100,127.023994
448.771763,100,137.399665
390.003374,100,137.576279
436.325254,100,137.742156
403.292487,100,137.891257
442.089862,100,138.041174
432.341565,100,138.204694
457.440796,100,138.358332
304.722909,100,138.517946
338.404549,100,138.710477
321.463087,100,138.881711
371.748359,100,150.998832
454.36785,100,151.260047
450.820737,100,151.452034
286.012385,100,151.64135
370.320032,100,151.825019
375.881562,100,152.02218
346.104575,100,152.221478
351.691454,100,152.391563
284.305747,100,152.567588
425.155167,100,152.75636
317.494079,100,164.843464
331.535371,100,165.145655
332.963297,100,165.331089
440.804839,100,165.537701
459.579872,100,165.733488
340.49651,100,165.917288
450.38354,100,166.110444
444.431323,100,166.299578
347.580316,100,166.489246
343.510659,100,166.673901
338.689899,100,181.363211
392.951321,100,181.540739
446.335227,100,181.70378
461.741419,100,181.854481
358.839351,100,182.004883
260.789664,100,182.177294
454.282252,100,182.336491
449.009915,100,182.509134
346.374448,100,182.702482
369.440877,100,182.869308
390.305759,100,194.516343
445.403036,100,194.696757
300.633494,100,194.890021
315.021209,100,195.185692
409.488444,100,195.368158
430.910078,100,195.565554
348.817501,100,195.751
458.059397,100,195.931656
400.820346,100,196.129786
450.362998,100,196.315411
423.61505,100,207.874024
269.003743,100,208.029387
349.429342,100,208.177494
472.088122,100,208.320512
451.998131,100,208.498319
332.320023,100,208.661949
461.163389,100,208.83981
493.807277,100,208.988291
508.019601,100,209.137472
311.213576,100,209.28809
346.620923,100,220.344945
369.286062,100,220.5482
251.380165,100,220.762678
450.149367,100,220.984983
409.35479,100,221.192683
382.066609,100,221.393404
273.846165,100,221.735966
453.317017,100,221.923008
429.797293,100,222.127498
328.919638,100,222.315369
280.340402,100,234.128261
461.987871,100,234.288822
399.768543,100,234.459614
356.681212,100,234.635953
487.172435,100,234.812578
384.26136,100,234.998464
451.391018,100,235.165526
483.017035,100,235.331599
393.630645,100,235.502217
486.140125,100,235.791395
392.04296,100,246.054069
383.96339,100,246.204807
464.925944,100,246.363457
379.653072,100,246.525043
429.346608,100,246.74323
466.701396,100,246.962964
358.241767,100,247.132362
343.859892,100,247.311211
463.150418,100,247.477575
464.391813,100,247.646623
453.068756,100,258.162504
346.080957,100,258.313164
452.921529,100,258.483678
492.542098,100,258.659386
463.903355,100,258.836229
393.03751,100,259.004112
333.322888,100,259.266588
379.435609,100,259.425436
382.592123,100,259.609686
476.679149,100,259.772522
427.26736,100,271.454016
407.420728,100,271.685062
380.363849,100,271.88257
489.474774,100,272.079549
344.032706,100,272.281471
357.836969,100,272.479047
333.381222,100,272.677294
406.235586,100,272.878572
441.768916,100,273.140187
474.34101,100,273.38976
452.093047,100,287.43717
382.68314,100,287.652345
380.704498,100,287.860332
471.717114,100,288.053026
382.926196,100,288.265691
383.061487,100,288.465238
473.438926,100,288.6817
493.014133,100,288.916702
455.448699,100,289.194868
424.516886,100,289.410286
355.775875,100,303.112967
392.112017,100,303.407056
397.203442,100,303.658125
338.609853,100,303.977014
323.127009,100,304.292166
413.488163,100,304.634125
465.877641,100,304.961675
398.659558,100,305.284136
383.633881,100,305.562336
475.87216,100,305.881817
461.721904,100,318.52442
461.947216,100,318.712777
417.534079,100,318.886671
386.978421,100,319.049879
468.379611,100,319.318429
364.881445,100,319.502569
493.949383,100,319.690993
359.081168,100,319.853585
472.468579,100,320.011066
445.301168,100,320.175663
327.170371,100,331.906119
383.139706,100,332.072604
480.740415,100,332.25317
260.356409,100,332.435146
413.027997,100,332.616268
466.201999,100,332.787416
510.310988,100,332.947694
407.611908,100,333.144994
437.295156,100,333.38338
362.025164,100,333.559092
359.103054,100,344.25248
454.841468,100,344.437084
394.322232,100,344.615175
381.014697,100,344.798884
370.680994,100,344.974574
396.852884,100,345.227029
490.1043,100,345.459047
363.569555,100,345.660018
475.258195,100,345.833262
454.397895,100,346.019072
386.820289,100,357.78941
411.549799,100,357.947993
382.907533,100,358.110346
475.742355,100,358.286454
468.973082,100,358.445245
391.007639,100,358.608035
436.983144,100,358.787333
375.80002,100,358.944232
461.671014,100,359.112902
496.837493,100,359.367024
475.644928,100,372.944339
418.228628,100,373.260954
401.414426,100,373.527863
475.054034,100,373.818004
412.767142,100,374.098608
481.654508,100,374.396033
475.57141,100,374.704453
462.194978,100,375.01725
492.444157,100,375.328094
491.958714,100,375.579996
435.194036,100,387.741582
430.161019,100,387.932186
338.627255,100,388.119818
344.838276,100,388.310069
464.364883,100,388.521395
476.86171,100,388.741704
453.517408,100,388.938027
485.239117,100,389.160381
407.374523,100,389.409575
481.136226,100,389.626608
449.888529,100,403.321875
412.173869,100,403.583177
467.627288,100,403.883459
377.705151,100,404.202554
393.781354,100,404.530063
368.558424,100,404.861474
