#{"t_start": 1784411697.6625648, "env_id": "None"}
r,l,t
194.443685,100,1.509921
218.833841,100,1.649899
152.590849,100,1.838264
216.750459,100,2.05668
170.723778,100,2.31863
217.073542,100,2.484606
167.544394,100,2.658752
174.634655,100,2.82405
157.324797,100,2.990861
151.181543,100,3.145187
142.256168,100,14.739801
221.986228,100,14.910996
246.984109,100,15.066752
196.488274,100,15.234998
169.808071,100,15.394909
203.856108,100,15.54209
184.292687,100,15.701407
244.263068,100,15.848644
212.5338,100,16.010299
177.833916,100,16.162766
187.653283,100,28.200486
157.341717,100,28.37546
199.076148,100,28.613539
244.348536,100,28.801799
248.359821,100,28.972869
158.194911,100,29.145935
160.336011,100,29.304063
160.150084,100,29.453548
215.290358,100,29.610043
189.68404,100,29.787167
229.288291,100,41.131221
220.535701,100,41.299804
157.710013,100,41.451783
172.899008,100,41.616339
204.433192,100,41.787354
125.571036,100,41.95764
173.146149,100,42.107674
202.169647,100,42.261482
202.15654,100,42.413065
206.350764,100,42.654485
170.68112,100,53.869117
203.52543,100,54.238238
206.690777,100,54.609885
200.32978,100,54.793915
250.555236,100,54.957752
218.800219,100,55.111259
199.587731,100,55.251968
226.163704,100,55.401768
157.697205,100,55.555679
180.27415,100,55.73548
161.795324,100,67.646691
217.713659,100,67.894003
171.154288,100,68.134965
156.499869,100,68.362098
237.015135,100,68.678837
222.959739,100,68.898495
154.490666,100,69.100682
184.321694,100,69.311029
142.892939,100,69.515498
154.284432,100,69.732936
207.148936,100,83.283238
192.182573,100,83.481046
199.490454,100,83.692299
213.532306,100,83.920041
180.894346,100,84.11054
224.677675,100,84.307097
148.623693,100,84.548378
234.543,100,84.828734
227.784201,100,85.06135
250.352866,100,85.261637
240.100934,100,98.093151
129.633015,100,98.413629
215.02971,100,98.735797
176.580885,100,98.991832
179.913106,100,99.298266
150.89928,100,99.606117
180.478831,100,99.916374
192.465725,100,100.219577
171.855184,100,100.526632
187.356936,100,100.818319
200.577464,100,111.990412
240.703024,100,112.158771
183.744295,100,112.326483
165.727919,100,112.506989
162.776936,100,112.780301
199.941294,100,112.929539
240.614479,100,113.100324
191.522905,100,113.263717
161.612619,100,113.421609
171.828106,100,113.570064
257.697865,100,125.992029
291.373193,100,126.308405
208.653878,100,126.635615
264.496051,100,126.913125
246.589384,100,127.184152
210.748365,100,127.48645
274.722648,100,127.792248
232.552028,100,127.989656
234.302539,100,128.165056
211.48809,100,128.331361
214.730999,100,142.351701
178.998855,100,142.518769
216.443935,100,142.671285
206.417775,100,142.919274
250.167374,100,143.078489
188.345162,100,143.256264
248.433043,100,143.435767
162.188,100,143.595412
270.973006,100,143.75083
228.89456,100,143.911709
215.456684,100,157.165818
245.833319,100,157.360325
238.133832,100,157.500754
245.269868,100,157.644181
239.55446,100,157.80586
220.544466,100,157.960458
220.693238,100,158.122652
268.420329,100,158.284442
151.037783,100,158.43629
183.919096,100,158.59195
202.484529,100,171.765924
227.728624,100,171.985609
190.220303,100,172.20768
188.486788,100,172.409932
283.845639,100,172.610774
245.462263,100,172.846427
221.980604,100,173.084311
228.532809,100,173.307995
205.957142,100,173.492196
268.152898,100,173.679519
222.138211,100,189.246022
245.257837,100,189.426563
216.73501,100,189.592781
297.735128,100,189.793377
235.157763,100,189.970817
211.218196,100,190.175757
203.67201,100,190.364167
257.250055,100,190.550172
253.425751,100,190.723616
208.428482,100,191.033321
280.844661,100,206.882471
205.559023,100,207.04935
166.635114,100,207.391012
194.16598,100,207.743231
325.057884,100,208.128965
170.982131,100,208.518577
210.788821,100,208.905236
200.482361,100,209.305169
253.583581,100,209.649277
252.963896,100,209.954399
266.390867,100,223.923042
324.288759,100,224.286058
173.724729,100,224.647738
167.365025,100,225.022952
275.680654,100,225.369989
233.261822,100,225.692907
229.852138,100,225.884615
180.23323,100,226.041859
240.540397,100,226.192008
202.756319,100,226.343768
263.647513,100,237.788417
224.353159,100,237.952163
236.9564,100,238.110707
273.966094,100,238.264834
201.999445,100,238.431796
233.336319,100,238.596552
223.095922,100,238.760922
233.752116,100,238.933963
226.283829,100,239.093474
237.150577,100,239.36778
176.965161,100,252.230105
225.160772,100,252.3918
276.541629,100,252.55356
212.198205,100,252.708393
204.930891,100,252.881943
253.302899,100,253.047894
211.337642,100,253.2808
184.227373,100,253.472162
178.406052,100,253.649875
274.469442,100,253.816744
226.443864,100,265.099616
220.213405,100,265.364694
237.971873,100,265.541323
288.129975,100,265.716963
288.270498,100,265.863604
285.003374,100,266.004372
328.895342,100,266.149493
289.166477,100,266.298681
196.003926,100,266.443082
303.774463,100,266.586724
276.848831,100,279.807166
225.910586,100,279.985404
247.658101,100,280.152673
273.974186,100,280.328942
255.823135,100,280.497408
225.321113,100,280.663208
288.890127,100,280.848941
262.109569,100,281.023313
294.560211,100,281.24984
233.900659,100,281.485795
271.825231,100,295.092585
270.412794,100,295.281992
228.96591,100,295.599901
158.872244,100,295.844756
231.164048,100,296.063002
286.252335,100,296.268509
271.836479,100,296.46347
245.045138,100,296.651338
222.128504,100,296.82331
229.288739,100,296.997819
251.590655,100,309.637849
267.207757,100,309.817307
224.185053,100,309.965048
286.197832,100,310.118577
235.014365,100,310.262397
258.165221,100,310.414709
246.775234,100,310.56744
292.775195,100,310.722516
285.004237,100,310.878262
213.327915,100,311.031794
213.183371,100,322.211593
243.076212,100,322.363378
255.936966,100,322.523891
284.397694,100,322.675792
250.214911,100,322.843101
290.174908,100,323.000972
204.098801,100,323.17415
212.949264,100,323.343652
308.546004,100,323.603775
205.902054,100,323.773047
225.446873,100,335.927124
225.197096,100,336.077375
242.160488,100,336.225359
224.992777,100,336.381565
300.418586,100,336.541424
266.189293,100,336.717735
248.315376,100,336.881299
238.446612,100,337.041584
250.159683,100,337.20072
310.214545,100,337.406683
229.500357,100,352.075968
302.843653,100,352.234336
281.889058,100,352.402996
206.942768,100,352.557401
261.346452,100,352.705455
363.720753,100,352.860492
280.750919,100,353.012722
242.530229,100,353.171779
284.159933,100,353.313292
269.818333,100,353.460992
202.255855,100,364.958103
222.488074,100,365.124501
268.318408,100,365.280421
287.140105,100,365.426894
221.462256,100,365.567218
185.63091,100,365.716996
294.023271,100,365.973984
279.641689,100,366.150809
195.700697,100,366.322084
249.807561,100,366.478597
266.94061,100,378.270043
347.969313,100,378.464992
293.940393,100,378.651316
252.077965,100,378.85298
199.186675,100,379.02789
177.032022,100,379.179331
267.163261,100,379.347935
306.918357,100,379.504665
277.603034,100,379.68099
234.749435,100,379.919859
241.287912,100,393.611673
254.700911,100,393.989695
230.053091,100,394.285477
224.177723,100,394.666538
279.850086,100,395.037575
247.093149,100,395.39488
213.977274,100,395.769951
270.052296,100,396.152249
268.720724,100,396.44639
294.056858,100,396.635664
269.115086,100,409.329827
218.578175,100,409.718142
289.572825,100,410.097778
237.804078,100,410.45155
264.893847,100,410.870606
263.804946,100,411.19601
228.425863,100,411.522522
313.355477,100,411.847793
242.453217,100,412.166257
282.403295,100,412.433844
296.929677,100,427.33792
299.083718,100,427.502321
328.807099,100,427.688534
284.982493,100,427.893223
329.751263,100,428.20939
303.157609,100,428.407624
258.759967,100,428.590942
278.688545,100,428.773849
251.340297,100,428.957969
229.554333,100,429.144996
306.542837,100,440.850856
216.258963,100,441.007015
329.041296,100,441.155718
219.082776,100,441.305745
240.754979,100,441.449145
305.743677,100,441.596428
256.413038,100,441.748505
296.941796,100,441.908644
243.399548,100,442.186801
284.557893,100,442.350777
216.789075,100,454.397663
247.818187,100,454.588674
290.419093,100,454.769604
297.15935,100,454.924863
232.9323,100,455.065635
258.058046,100,455.226307
326.417107,100,455.386577
265.323454,100,455.561487
209.632,100,455.727759
292.072737,100,455.878345
300.057195,100,467.312345
326.320575,100,467.505607
301.077435,100,467.711159
199.89543,100,467.893844
286.241787,100,468.063352
290.218423,100,468.228406
267.943635,100,468.394868
214.241981,100,468.558576
210.528368,100,468.828829
283.631639,100,469.056916
304.019802,100,479.900175
296.592009,100,480.048526
231.413345,100,480.193522
269.075807,100,480.337076
277.876847,100,480.475578
251.537364,100,480.639035
297.592712,100,480.894219
250.760851,100,481.05017
302.744222,100,481.229696
270.9734,100,481.398063
301.111586,100,491.934663
229.869176,100,492.089059
331.637482,100,492.239493
198.883801,100,492.39765
259.798024,100,492.563691
278.983476,100,492.804119
280.078664,100,492.983654
289.821041,100,493.155102
325.573725,100,493.308314
289.613812,100,493.459696
217.712714,100,504.589373
319.633586,100,504.899323
307.154835,100,505.079801
290.702451,100,505.290114
267.298551,100,505.486743
342.309988,100,505.680231
309.165809,100,505.879384
326.366227,100,506.053513
345.105262,100,506.220548
256.766505,100,506.393334
284.489854,100,520.36192
324.952963,100,520.526782
201.470797,100,520.7816
244.301058,100,521.007296
238.346251,100,521.197001
241.174823,100,521.39145
314.041926,100,521.585254
335.361611,100,521.803994
270.785292,100,522.005859
276.989067,100,522.205073
309.391878,100,534.86235
339.336571,100,535.008059
287.743154,100,535.178831
259.505373,100,535.342793
311.240116,100,535.486032
226.791957,100,535.659403
333.842583,100,535.83677
262.274769,100,535.991601
260.666123,100,536.161976
261.749643,100,536.314113
251.121843,100,549.427705
268.723736,100,549.570784
284.493598,100,549.724651
211.230141,100,549.89038
273.61385,100,550.056175
309.025661,100,550.204985
221.630809,100,550.361489
233.808142,100,550.507623
196.52791,100,550.702651
280.913594,100,550.976708
259.269004,100,562.305605
293.838627,100,562.460677
262.286593,100,562.626056
317.214579,100,562.887015
282.759482,100,563.063573
248.542646,100,563.203303
280.823699,100,563.350291
335.499255,100,563.492993
323.712688,100,563.644749
291.089852,100,563.802839
292.968422,100,574.685885
266.566948,100,574.837799
264.748479,100,575.068893
299.005505,100,575.257296
356.778061,100,575.426981
218.773404,100,575.588246
339.078182,100,575.735733
320.11878,100,575.880184
250.698395,100,576.026885
340.341206,100,576.184144
335.253846,100,589.704138
367.159377,100,589.862638
295.417155,100,590.009666
330.744722,100,590.15772
282.580075,100,590.3
192.96209,100,590.442833
209.985541,100,590.59713
353.602411,100,590.760476
324.037316,100,590.920022
289.286457,100,591.176853
305.121065,100,601.7959
309.368239,100,601.945072
271.436485,100,602.100568
281.006001,100,602.255639
268.926218,100,602.404032
245.217766,100,602.551545
340.515817,100,602.705653
351.732346,100,602.85832
257.912926,100,603.060315
319.048098,100,603.280481
342.065847,100,614.770985
248.538072,100,614.98102
271.334197,100,615.253666
287.796851,100,615.428241
288.289406,100,615.634234
236.043899,100,615.843063
209.503524,100,616.022385
298.764138,100,616.204877
335.468172,100,616.394165
333.325885,100,616.580673
289.912552,100,627.422465
315.596592,100,627.574009
273.558624,100,627.733828
262.674374,100,627.956922
253.775238,100,628.210517
349.486322,100,628.45612
283.164361,100,628.763566
291.146295,100,629.079323
299.628866,100,629.358316
282.689501,100,629.648573
309.801752,100,643.29374
338.33769,100,643.599329
317.825468,100,643.764698
260.774349,100,643.918819
250.677658,100,644.069078
347.746583,100,644.234961
241.067952,100,644.39584
316.311695,100,644.560968
300.91838,100,644.710897
261.140628,100,644.862956
262.815156,100,659.088811
341.061927,100,659.276028
201.31335,100,659.544874
339.2504,100,659.72636
368.045835,100,659.925441
307.045779,100,660.104838
314.978347,100,660.282585
374.645858,100,660.468489
297.892858,100,660.662899
273.931928,100,660.871898
255.764878,100,673.868187
282.162013,100,674.019912
259.419667,100,674.169669
245.003564,100,674.32502
352.300563,100,674.478442
307.344357,100,674.662131
348.781925,100,674.81994
258.894962,100,674.980555
305.223499,100,675.13696
303.296783,100,675.337669
247.605466,100,687.108965
287.470695,100,687.252521
320.238152,100,687.399244
225.030904,100,687.547583
309.174262,100,687.824036
267.226071,100,687.979424
310.019968,100,688.151632
340.427181,100,688.317628
322.21193,100,688.459499
304.246346,100,688.608274
235.855897,100,699.909558
315.475818,100,700.11292
276.018134,100,700.29755
333.867684,100,700.48948
320.561076,100,700.696841
412.407005,100,700.945891
245.729459,100,701.14684
363.598964,100,701.334117
268.34441,100,701.520802
209.34764,100,701.798704
312.920738,100,715.982481
314.912876,100,716.17647
276.555889,100,716.364338
